Host Id,Host Since,Neighbourhood,Zipcode,Property Type,Room Type,Beds,Price,Number of Records,Number Of Reviews,Review Scores Rating
3180741,2012-08-07,Brooklyn,11218.0,Apartment,Private room,1.0,80,1,21,95.0
3181056,2012-08-07,Staten Island,10301.0,Apartment,Entire home/apt,1.0,86,1,8,98.0
3183818,2012-08-07,Brooklyn,11216.0,Apartment,Private room,1.0,39,1,33,79.0
3184143,2012-08-07,Brooklyn,11216.0,Apartment,Entire home/apt,1.0,75,1,70,83.0
3184878,2012-08-07,Brooklyn,11237.0,Apartment,Entire home/apt,2.0,150,1,1,100.0
3185820,2012-08-07,Manhattan,10002.0,Loft,Entire home/apt,2.0,400,1,16,92.0
3186005,2012-08-07,Manhattan,10002.0,Apartment,Entire home/apt,1.0,168,1,34,89.0
3187366,2012-08-07,Manhattan,10009.0,Apartment,Private room,1.0,185,1,27,98.0
3191153,2012-08-07,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,119,1,9,90.0
3191371,2012-08-07,Manhattan,10035.0,Apartment,Private room,1.0,80,1,6,96.0
3196274,2012-08-08,Manhattan,10040.0,Apartment,Entire home/apt,1.0,68,1,9,100.0
3196390,2012-08-08,Brooklyn,11226.0,House,Entire home/apt,6.0,415,1,3,93.0
3196718,2012-08-08,Manhattan,10010.0,Apartment,Entire home/apt,1.0,212,1,29,97.0
3197643,2012-08-08,Manhattan,10011.0,Apartment,Entire home/apt,1.0,175,1,1,89.0
3197762,2012-08-08,Manhattan,10014.0,Apartment,Entire home/apt,1.0,215,1,9,100.0
3198479,2012-08-08,Manhattan,10014.0,Apartment,Entire home/apt,1.0,700,1,1,87.0
3199395,2012-08-08,Brooklyn,11201.0,Apartment,Private room,1.0,120,1,122,99.0
3199433,2012-08-08,Manhattan,10002.0,Apartment,Entire home/apt,2.0,220,1,7,93.0
3200625,2012-08-08,Brooklyn,11249.0,Apartment,Entire home/apt,2.0,200,1,1,100.0
3201337,2012-08-08,Manhattan,10029.0,Apartment,Private room,1.0,55,1,30,96.0
3201625,2012-08-08,Brooklyn,11206.0,Loft,Entire home/apt,3.0,300,1,10,96.0
3201774,2012-08-08,Brooklyn,11215.0,House,Private room,1.0,81,1,4,90.0
3202222,2012-08-08,Manhattan,10013.0,Apartment,Entire home/apt,1.0,150,1,31,93.0
3202450,2012-08-08,Manhattan,10033.0,Apartment,Private room,1.0,95,1,4,100.0
3206408,2012-08-09,Brooklyn,11231.0,Apartment,Entire home/apt,3.0,274,1,14,86.0
3207406,2012-08-09,Brooklyn,11206.0,House,Private room,1.0,40,1,3,90.0
3208323,2012-08-09,Manhattan,10044.0,Apartment,Private room,1.0,104,1,54,96.0
3208869,2012-08-09,Manhattan,10011.0,Apartment,Entire home/apt,2.0,372,1,3,80.0
3209294,2012-08-09,Brooklyn,11205.0,Apartment,Entire home/apt,2.0,170,1,4,87.0
3210447,2012-08-09,Brooklyn,11222.0,Apartment,Entire home/apt,2.0,100,1,2,90.0
3210630,2012-08-09,Manhattan,10027.0,Apartment,Private room,1.0,85,1,4,95.0
3210821,2012-08-09,Queens,11104.0,Apartment,Entire home/apt,2.0,99,1,12,95.0
3210879,2012-08-09,Queens,11104.0,Apartment,Private room,1.0,80,1,12,98.0
3210942,2012-08-09,Manhattan,10019.0,Apartment,Entire home/apt,1.0,150,1,6,88.0
3211051,2012-08-09,Manhattan,10037.0,Apartment,Private room,1.0,59,1,59,93.0
3211721,2012-08-09,Manhattan,10012.0,Apartment,Entire home/apt,3.0,470,1,49,90.0
3212262,2012-08-09,Manhattan,10003.0,Apartment,Entire home/apt,1.0,159,1,9,100.0
3215538,2012-08-10,Manhattan,10002.0,Apartment,Private room,2.0,140,1,6,93.0
3217719,2012-08-10,Manhattan,10027.0,Apartment,Shared room,1.0,50,1,4,95.0
3217939,2012-08-10,Manhattan,10024.0,Apartment,Entire home/apt,2.0,185,1,6,100.0
3220185,2012-08-10,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,160,1,5,99.0
3220328,2012-08-10,Manhattan,10036.0,Apartment,Entire home/apt,4.0,225,1,2,100.0
3221034,2012-08-10,Brooklyn,11201.0,Apartment,Entire home/apt,1.0,150,1,1,100.0
3221335,2012-08-10,Manhattan,10036.0,Apartment,Entire home/apt,5.0,575,1,57,97.0
3221617,2012-08-10,Brooklyn,11222.0,Apartment,Private room,1.0,110,1,1,100.0
3221893,2012-08-10,Manhattan,10012.0,Apartment,Entire home/apt,1.0,185,1,1,80.0
3222119,2012-08-10,Manhattan,10012.0,Apartment,Entire home/apt,1.0,249,1,3,94.0
3225800,2012-08-11,Manhattan,10014.0,Apartment,Entire home/apt,1.0,160,1,11,90.0
3226678,2012-08-11,Manhattan,10011.0,Apartment,Entire home/apt,1.0,320,1,18,98.0
3228429,2012-08-11,Brooklyn,11210.0,Apartment,Private room,1.0,55,1,6,97.0
3228795,2012-08-11,Queens,11101.0,Apartment,Private room,1.0,75,1,1,100.0
3228953,2012-08-11,Manhattan,10036.0,Apartment,Entire home/apt,3.0,429,1,45,96.0
3228992,2012-08-11,Brooklyn,11215.0,Apartment,Entire home/apt,1.0,150,1,1,100.0
3229099,2012-08-11,Brooklyn,11211.0,Apartment,Private room,1.0,60,1,9,98.0
3229770,2012-08-11,Queens,11375.0,Apartment,Entire home/apt,1.0,155,1,5,85.0
3230391,2012-08-11,Brooklyn,11216.0,Apartment,Private room,1.0,75,1,13,92.0
3230446,2012-08-11,Manhattan,10023.0,Apartment,Entire home/apt,1.0,140,1,6,96.0
3230659,2012-08-11,Manhattan,10019.0,Apartment,Entire home/apt,1.0,190,1,13,97.0
3231087,2012-08-12,Queens,11105.0,Apartment,Entire home/apt,1.0,98,1,11,95.0
3231109,2012-08-12,Manhattan,10027.0,Apartment,Private room,1.0,100,1,5,96.0
3233986,2012-08-12,Queens,11103.0,Apartment,Private room,1.0,69,1,47,89.0
3234412,2012-08-12,Brooklyn,11216.0,Apartment,Entire home/apt,3.0,130,1,58,90.0
3234415,2012-08-12,Brooklyn,11225.0,Apartment,Shared room,1.0,37,1,1,94.0
3235547,2012-08-12,Manhattan,10012.0,Apartment,Entire home/apt,1.0,225,1,19,97.0
3236240,2012-08-12,Manhattan,10019.0,Apartment,Entire home/apt,2.0,229,1,6,93.0
3236276,2012-08-12,Manhattan,10003.0,Apartment,Entire home/apt,2.0,195,1,12,93.0
3237155,2012-08-12,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,120,1,15,89.0
3237577,2012-08-12,Manhattan,10002.0,Apartment,Entire home/apt,1.0,150,1,13,94.0
3237605,2012-08-12,Brooklyn,11238.0,Apartment,Private room,1.0,55,1,2,80.0
3238572,2012-08-12,Manhattan,10027.0,Apartment,Entire home/apt,1.0,135,1,21,99.0
3239639,2012-08-12,Brooklyn,11235.0,Apartment,Private room,2.0,50,1,3,90.0
3239771,2012-08-12,Brooklyn,11216.0,Apartment,Private room,1.0,50,1,5,76.0
3239794,2012-08-12,Manhattan,10075.0,Apartment,Entire home/apt,1.0,175,1,56,95.0
3240533,2012-08-12,Manhattan,10012.0,Apartment,Entire home/apt,1.0,245,1,3,93.0
3241305,2012-08-13,Brooklyn,11225.0,Apartment,Entire home/apt,1.0,100,1,8,95.0
3244745,2012-08-13,Manhattan,10027.0,Apartment,Entire home/apt,1.0,140,1,17,97.0
3245431,2012-08-13,Manhattan,10012.0,Apartment,Entire home/apt,3.0,300,1,86,92.0
3245992,2012-08-13,Manhattan,10009.0,Apartment,Entire home/apt,2.0,150,1,2,100.0
3246879,2012-08-13,Manhattan,10002.0,Apartment,Entire home/apt,1.0,185,1,20,92.0
3247603,2012-08-13,Manhattan,10013.0,Loft,Entire home/apt,4.0,825,1,12,98.0
3249408,2012-08-13,Manhattan,10009.0,Apartment,Entire home/apt,1.0,209,1,9,91.0
3250158,2012-08-13,Brooklyn,11211.0,Apartment,Private room,1.0,65,1,5,100.0
3250169,2012-08-13,Manhattan,10013.0,Apartment,Private room,1.0,120,1,57,92.0
3250506,2012-08-13,Manhattan,10014.0,Apartment,Entire home/apt,2.0,225,1,14,87.0
3251552,2012-08-13,Manhattan,10036.0,Apartment,Private room,1.0,183,1,1,100.0
3252311,2012-08-14,Brooklyn,11225.0,Apartment,Private room,1.0,60,1,4,80.0
3256287,2012-08-14,Manhattan,10003.0,Apartment,Entire home/apt,1.0,150,1,3,93.0
3257090,2012-08-14,Brooklyn,11238.0,Apartment,Entire home/apt,2.0,150,1,4,100.0
3258271,2012-08-14,Brooklyn,11221.0,Loft,Private room,1.0,90,1,21,96.0
3258443,2012-08-14,Manhattan,10002.0,Apartment,Entire home/apt,1.0,140,1,15,84.0
3258602,2012-08-14,Manhattan,10075.0,Apartment,Entire home/apt,1.0,240,1,6,87.0
3259274,2012-08-14,Brooklyn,11238.0,Apartment,Entire home/apt,3.0,110,1,4,67.0
3259724,2012-08-14,Brooklyn,11222.0,Apartment,Entire home/apt,1.0,129,1,7,89.0
3260459,2012-08-14,Manhattan,10025.0,Apartment,Private room,1.0,130,1,10,92.0
3261343,2012-08-14,Manhattan,10009.0,Apartment,Entire home/apt,1.0,150,1,4,100.0
3261606,2012-08-14,Manhattan,10014.0,Apartment,Entire home/apt,1.0,170,1,2,99.0
3262095,2012-08-14,Manhattan,10003.0,Apartment,Entire home/apt,2.0,250,1,14,100.0
3262771,2012-08-14,Brooklyn,11213.0,Apartment,Entire home/apt,1.0,90,1,2,100.0
3263559,2012-08-14,Manhattan,10024.0,Apartment,Entire home/apt,2.0,240,1,13,95.0
3263765,2012-08-15,Manhattan,10003.0,Apartment,Private room,1.0,100,1,2,100.0
3264457,2012-08-15,Manhattan,10025.0,Apartment,Private room,1.0,50,1,4,93.0
3264479,2012-08-15,Manhattan,10029.0,Apartment,Private room,1.0,80,1,24,69.0
3264768,2012-08-15,Brooklyn,11237.0,Apartment,Entire home/apt,4.0,150,1,1,40.0
3266476,2012-08-15,Manhattan,10016.0,Apartment,Private room,1.0,100,1,3,100.0
3266942,2012-08-15,Manhattan,10025.0,Apartment,Entire home/apt,1.0,270,1,18,99.0
3267792,2012-08-15,Manhattan,10002.0,Apartment,Private room,1.0,100,1,2,91.0
3267818,2012-08-15,Brooklyn,11237.0,Apartment,Entire home/apt,1.0,120,1,2,100.0
3268827,2012-08-15,Brooklyn,11222.0,Apartment,Private room,1.0,70,1,1,100.0
3269842,2012-08-15,Manhattan,10027.0,Apartment,Private room,1.0,70,1,3,100.0
3270460,2012-08-15,Brooklyn,11225.0,Apartment,Entire home/apt,1.0,100,1,36,92.0
3271697,2012-08-15,Manhattan,10065.0,Apartment,Entire home/apt,1.0,159,1,16,93.0
3272526,2012-08-15,Manhattan,10012.0,Apartment,Entire home/apt,2.0,650,1,32,97.0
3273789,2012-08-15,Manhattan,10011.0,Apartment,Entire home/apt,1.0,199,1,1,100.0
3273844,2012-08-15,Manhattan,10012.0,Apartment,Entire home/apt,2.0,200,1,3,88.0
3274213,2012-08-15,Manhattan,10024.0,Apartment,Private room,1.0,99,1,3,100.0
3274316,2012-08-15,Manhattan,10027.0,Apartment,Private room,2.0,105,1,42,94.0
3274376,2012-08-15,Brooklyn,11238.0,House,Entire home/apt,1.0,150,1,14,94.0
3276746,2012-08-16,Manhattan,10002.0,Apartment,Entire home/apt,2.0,240,1,25,90.0
3277613,2012-08-16,Brooklyn,11233.0,Apartment,Private room,1.0,60,1,19,96.0
3279561,2012-08-16,Brooklyn,11211.0,Apartment,Private room,2.0,75,1,5,96.0
3279578,2012-08-16,Brooklyn,11205.0,Loft,Entire home/apt,1.0,150,1,28,94.0
3279951,2012-08-16,Manhattan,10032.0,Apartment,Entire home/apt,3.0,180,1,40,93.0
3280294,2012-08-16,Manhattan,10002.0,Apartment,Entire home/apt,1.0,200,1,67,97.0
3280649,2012-08-16,Manhattan,10014.0,Apartment,Entire home/apt,2.0,150,1,3,80.0
3281545,2012-08-16,Brooklyn,11238.0,Apartment,Entire home/apt,2.0,200,1,3,100.0
3282282,2012-08-16,Manhattan,10002.0,Apartment,Private room,1.0,120,1,20,88.0
3282552,2012-08-16,Manhattan,10069.0,Apartment,Entire home/apt,3.0,256,1,4,95.0
3283284,2012-08-16,Manhattan,10014.0,Apartment,Entire home/apt,1.0,259,1,29,92.0
3283883,2012-08-16,Brooklyn,11237.0,Loft,Shared room,1.0,60,1,1,97.0
3285925,2012-08-17,Manhattan,10029.0,Apartment,Entire home/apt,1.0,159,1,5,84.0
3290266,2012-08-17,Brooklyn,11215.0,House,Entire home/apt,3.0,105,1,29,87.0
3290436,2012-08-17,Brooklyn,11226.0,Apartment,Entire home/apt,3.0,170,1,1,80.0
3292098,2012-08-17,Brooklyn,11226.0,Apartment,Private room,1.0,65,1,9,89.0
3292129,2012-08-17,Brooklyn,11206.0,Apartment,Private room,1.0,48,1,1,80.0
3293368,2012-08-17,Manhattan,10019.0,Apartment,Entire home/apt,1.0,150,1,46,93.0
3294186,2012-08-17,Manhattan,10011.0,Apartment,Entire home/apt,1.0,135,1,3,100.0
3294551,2012-08-17,Queens,11103.0,Apartment,Entire home/apt,5.0,195,1,16,94.0
3300416,2012-08-18,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,100,1,11,95.0
3301276,2012-08-18,Manhattan,10027.0,Apartment,Private room,1.0,110,1,1,90.0
3301768,2012-08-18,Manhattan,10032.0,Apartment,Private room,1.0,70,1,1,20.0
3302103,2012-08-18,Brooklyn,11205.0,Apartment,Private room,1.0,65,1,1,100.0
3302742,2012-08-18,Manhattan,10009.0,Apartment,Entire home/apt,1.0,175,1,1,100.0
3306760,2012-08-19,Manhattan,10012.0,Apartment,Entire home/apt,1.0,195,1,3,87.0
3307004,2012-08-19,Manhattan,10025.0,Apartment,Private room,1.0,79,1,43,93.0
3307492,2012-08-19,Brooklyn,11211.0,Apartment,Private room,1.0,85,1,34,88.0
3308518,2012-08-19,Brooklyn,11233.0,Apartment,Entire home/apt,2.0,99,1,12,96.0
3309174,2012-08-19,Manhattan,10003.0,Apartment,Private room,1.0,125,1,1,100.0
3309931,2012-08-19,Brooklyn,11211.0,Apartment,Private room,1.0,110,1,1,100.0
3310189,2012-08-19,Brooklyn,11216.0,Bed & Breakfast,Private room,1.0,80,1,8,97.0
3310358,2012-08-19,Queens,11104.0,Apartment,Private room,2.0,125,1,1,80.0
3311280,2012-08-19,Brooklyn,11249.0,Apartment,Entire home/apt,1.0,175,1,3,80.0
3311299,2012-08-19,Brooklyn,11215.0,Apartment,Entire home/apt,1.0,125,1,7,97.0
3311708,2012-08-19,Brooklyn,11222.0,Apartment,Entire home/apt,1.0,125,1,95,90.0
3312204,2012-08-19,Manhattan,10028.0,Apartment,Private room,1.0,88,1,131,87.0
3312247,2012-08-19,Manhattan,10036.0,Apartment,Entire home/apt,1.0,150,1,7,91.0
3313475,2012-08-20,Manhattan,10016.0,Apartment,Entire home/apt,2.0,150,1,2,90.0
3315563,2012-08-20,Manhattan,10023.0,Apartment,Entire home/apt,1.0,300,1,7,100.0
3317050,2012-08-20,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,185,1,13,98.0
3317183,2012-08-20,Brooklyn,11216.0,House,Private room,2.0,70,1,36,92.0
3317273,2012-08-20,Manhattan,10019.0,Apartment,Entire home/apt,3.0,490,1,37,96.0
3317380,2012-08-20,Manhattan,10012.0,Apartment,Entire home/apt,1.0,210,1,11,95.0
3318387,2012-08-20,Manhattan,10003.0,Apartment,Entire home/apt,1.0,160,1,7,97.0
3318518,2012-08-20,Manhattan,10040.0,Apartment,Shared room,1.0,53,1,59,87.0
3319233,2012-08-20,Brooklyn,11211.0,Apartment,Private room,1.0,78,1,19,93.0
3319410,2012-08-20,Manhattan,10003.0,Apartment,Entire home/apt,1.0,99,1,48,83.0
3320650,2012-08-20,Manhattan,10035.0,Apartment,Private room,1.0,85,1,21,93.0
3321910,2012-08-20,Manhattan,10012.0,Apartment,Private room,1.0,99,1,3,87.0
3322859,2012-08-20,Manhattan,10065.0,Apartment,Entire home/apt,1.0,99,1,5,92.0
3323488,2012-08-20,Brooklyn,11216.0,Loft,Entire home/apt,3.0,128,1,33,90.0
3323929,2012-08-20,Queens,11385.0,Apartment,Private room,1.0,69,1,17,95.0
3327668,2012-08-21,Manhattan,10002.0,Apartment,Private room,1.0,100,1,113,97.0
3328706,2012-08-21,Manhattan,10075.0,Apartment,Entire home/apt,1.0,225,1,1,100.0
3329066,2012-08-21,Queens,11207.0,Apartment,Entire home/apt,1.0,120,1,5,95.0
3329478,2012-08-21,Manhattan,10025.0,Apartment,Private room,1.0,110,1,62,92.0
3330268,2012-08-21,Manhattan,10034.0,Apartment,Entire home/apt,1.0,90,1,14,94.0
3330412,2012-08-21,Brooklyn,11211.0,Apartment,Private room,1.0,84,1,20,93.0
3330459,2012-08-21,Manhattan,10024.0,Apartment,Private room,1.0,154,1,44,97.0
3332172,2012-08-21,Manhattan,10014.0,Apartment,Entire home/apt,1.0,210,1,6,90.0
3332607,2012-08-21,Manhattan,10028.0,Apartment,Entire home/apt,1.0,125,1,1,100.0
3333954,2012-08-21,Brooklyn,11218.0,Apartment,Private room,1.0,50,1,1,100.0
3334774,2012-08-21,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,120,1,5,88.0
3336010,2012-08-22,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,165,1,27,97.0
3339701,2012-08-22,Queens,11105.0,House,Private room,1.0,55,1,16,95.0
3339819,2012-08-22,Brooklyn,11238.0,Apartment,Entire home/apt,2.0,200,1,3,87.0
3339901,2012-08-22,Manhattan,10012.0,Apartment,Entire home/apt,1.0,240,1,3,87.0
3340305,2012-08-22,Brooklyn,11217.0,Apartment,Entire home/apt,2.0,63,1,12,95.0
3340474,2012-08-22,Queens,11372.0,Apartment,Entire home/apt,3.0,104,1,10,100.0
3340892,2012-08-22,Brooklyn,11222.0,Apartment,Entire home/apt,1.0,169,1,63,97.0
3341257,2012-08-22,Manhattan,10003.0,Apartment,Entire home/apt,2.0,345,1,2,94.0
3341356,2012-08-22,Brooklyn,11205.0,Apartment,Entire home/apt,1.0,100,1,1,100.0
3341426,2012-08-22,Manhattan,10011.0,Apartment,Entire home/apt,1.0,300,1,5,96.0
3341663,2012-08-22,Manhattan,10002.0,Apartment,Entire home/apt,1.0,170,1,58,85.0
3342114,2012-08-22,Manhattan,10065.0,Apartment,Entire home/apt,1.0,279,1,18,96.0
3343457,2012-08-22,Manhattan,10014.0,Apartment,Entire home/apt,2.0,372,1,4,96.0
3344231,2012-08-22,Manhattan,10003.0,Apartment,Entire home/apt,2.0,100,1,3,100.0
3345679,2012-08-22,Brooklyn,11222.0,Apartment,Private room,1.0,68,1,1,80.0
3349838,2012-08-23,Queens,11101.0,Apartment,Entire home/apt,2.0,160,1,3,87.0
3351261,2012-08-23,Brooklyn,11221.0,Apartment,Entire home/apt,4.0,120,1,39,89.0
3351317,2012-08-23,Manhattan,10010.0,Apartment,Entire home/apt,1.0,290,1,13,100.0
3353720,2012-08-23,Brooklyn,11201.0,Apartment,Entire home/apt,1.0,260,1,8,87.0
3354900,2012-08-23,Manhattan,10029.0,Apartment,Entire home/apt,1.0,100,1,15,95.0
3355679,2012-08-24,Manhattan,10014.0,Apartment,Entire home/apt,1.0,270,1,3,99.0
3356454,2012-08-24,Manhattan,10023.0,Apartment,Entire home/apt,2.0,175,1,68,93.0
3357027,2012-08-24,Brooklyn,11211.0,Apartment,Entire home/apt,3.0,195,1,28,96.0
3357103,2012-08-24,Manhattan,10028.0,Apartment,Entire home/apt,1.0,180,1,5,100.0
3357443,2012-08-24,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,169,1,5,92.0
3358910,2012-08-24,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,125,1,5,100.0
3358981,2012-08-24,Manhattan,10002.0,Apartment,Entire home/apt,1.0,190,1,5,88.0
3359956,2012-08-24,Manhattan,10009.0,Apartment,Entire home/apt,1.0,195,1,18,90.0
3360223,2012-08-24,Queens,11102.0,Apartment,Private room,1.0,59,1,35,92.0
3360618,2012-08-24,Manhattan,10029.0,Apartment,Private room,1.0,65,1,30,81.0
3361969,2012-08-24,Manhattan,10028.0,Apartment,Entire home/apt,2.0,100,1,3,90.0
3361981,2012-08-24,Brooklyn,11225.0,Apartment,Private room,1.0,60,1,23,86.0
3362145,2012-08-24,Manhattan,10025.0,Apartment,Private room,1.0,95,1,8,95.0
3363720,2012-08-24,Brooklyn,11221.0,Apartment,Private room,1.0,65,1,18,91.0
3363749,2012-08-24,Brooklyn,11206.0,Loft,Private room,1.0,99,1,55,100.0
3363799,2012-08-24,Brooklyn,11206.0,Apartment,Entire home/apt,2.0,150,1,27,95.0
3369722,2012-08-25,Manhattan,10018.0,Apartment,Entire home/apt,2.0,271,1,20,80.0
3369819,2012-08-25,Manhattan,10128.0,Apartment,Entire home/apt,1.0,172,1,9,96.0
3370169,2012-08-25,Brooklyn,11206.0,Apartment,Private room,1.0,70,1,3,100.0
3370705,2012-08-25,Brooklyn,11211.0,Loft,Entire home/apt,2.0,245,1,20,86.0
3371200,2012-08-25,Manhattan,10035.0,Apartment,Entire home/apt,2.0,115,1,4,95.0
3371507,2012-08-25,Manhattan,10022.0,Apartment,Entire home/apt,3.0,150,1,23,90.0
3371804,2012-08-25,Brooklyn,11206.0,Apartment,Private room,1.0,108,1,43,89.0
3371859,2012-08-25,Brooklyn,11213.0,House,Entire home/apt,2.0,115,1,70,94.0
3372562,2012-08-25,Manhattan,10002.0,Apartment,Entire home/apt,2.0,180,1,20,93.0
3372704,2012-08-25,Manhattan,10016.0,Apartment,Shared room,1.0,98,1,8,98.0
3375455,2012-08-26,Staten Island,10303.0,House,Private room,2.0,54,1,12,98.0
3375578,2012-08-26,Brooklyn,11205.0,Apartment,Private room,1.0,75,1,14,95.0
3376141,2012-08-26,Manhattan,10011.0,Apartment,Entire home/apt,1.0,280,1,9,100.0
3377231,2012-08-26,Brooklyn,11226.0,Apartment,Entire home/apt,1.0,165,1,12,92.0
3381019,2012-08-26,Brooklyn,11237.0,Apartment,Private room,1.0,38,1,1,100.0
3381805,2012-08-26,Manhattan,10031.0,Apartment,Private room,1.0,62,1,3,93.0
3382338,2012-08-26,Manhattan,10012.0,Apartment,Entire home/apt,1.0,189,1,2,90.0
3382805,2012-08-26,Brooklyn,11249.0,Apartment,Entire home/apt,1.0,180,1,3,100.0
3383293,2012-08-27,Manhattan,10014.0,Apartment,Entire home/apt,1.0,150,1,25,95.0
3383354,2012-08-27,Manhattan,10040.0,Apartment,Private room,1.0,50,1,1,60.0
3386622,2012-08-27,Brooklyn,11211.0,Apartment,Entire home/apt,1.0,100,1,3,100.0
3387319,2012-08-27,Brooklyn,11238.0,Apartment,Entire home/apt,1.0,120,1,1,100.0
3388097,2012-08-27,Manhattan,10016.0,Apartment,Private room,1.0,153,1,19,96.0
3389076,2012-08-27,Manhattan,10002.0,Apartment,Entire home/apt,1.0,180,1,6,90.0
3389163,2012-08-27,Brooklyn,11233.0,Apartment,Entire home/apt,2.0,130,1,16,93.0
3392287,2012-08-27,Manhattan,10029.0,Apartment,Private room,1.0,135,1,22,94.0
3393930,2012-08-27,Brooklyn,11216.0,Apartment,Entire home/apt,2.0,100,1,86,94.0
3395227,2012-08-28,Manhattan,10003.0,Apartment,Entire home/apt,1.0,189,1,30,94.0
3395300,2012-08-28,Manhattan,10003.0,Apartment,Entire home/apt,2.0,160,1,19,95.0
3395693,2012-08-28,Queens,11101.0,Apartment,Private room,1.0,75,1,2,96.0
3398752,2012-08-28,Brooklyn,11211.0,Apartment,Entire home/apt,2.0,175,1,12,97.0
3399705,2012-08-28,Brooklyn,11201.0,Apartment,Entire home/apt,1.0,150,1,3,100.0
3400067,2012-08-28,Queens,11385.0,House,Entire home/apt,2.0,135,1,11,98.0
3402331,2012-08-28,Brooklyn,11215.0,Apartment,Entire home/apt,1.0,125,1,1,100.0
3402375,2012-08-28,Manhattan,10003.0,Apartment,Entire home/apt,1.0,150,1,4,100.0
3404466,2012-08-28,Manhattan,10014.0,Apartment,Entire home/apt,1.0,275,1,28,95.0
3404778,2012-08-28,Manhattan,10036.0,Apartment,Private room,1.0,145,1,7,97.0
3405218,2012-08-28,Brooklyn,11213.0,Apartment,Private room,1.0,55,1,4,95.0
3406026,2012-08-28,Brooklyn,11231.0,Apartment,Entire home/apt,1.0,149,1,11,96.0
3407762,2012-08-29,Manhattan,10023.0,Apartment,Entire home/apt,2.0,161,1,2,94.0
3409940,2012-08-29,Brooklyn,11225.0,Apartment,Private room,1.0,75,1,4,73.0
3411265,2012-08-29,Manhattan,10024.0,Apartment,Entire home/apt,1.0,150,1,4,100.0
3411621,2012-08-29,Brooklyn,11238.0,Apartment,Entire home/apt,2.0,545,1,6,90.0
3412016,2012-08-29,Manhattan,10014.0,Apartment,Entire home/apt,1.0,160,1,4,95.0
3413390,2012-08-29,Manhattan,10004.0,Apartment,Entire home/apt,1.0,204,1,9,95.0
3413422,2012-08-29,Manhattan,10034.0,Apartment,Private room,1.0,50,1,80,93.0
3414182,2012-08-29,Manhattan,10028.0,Apartment,Entire home/apt,1.0,145,1,4,100.0
3414451,2012-08-29,Manhattan,10024.0,Apartment,Entire home/apt,1.0,225,1,7,100.0
3415758,2012-08-29,Brooklyn,11221.0,Apartment,Private room,1.0,50,1,16,93.0
3415891,2012-08-29,Brooklyn,11231.0,Apartment,Entire home/apt,1.0,100,1,1,100.0
3416555,2012-08-29,Manhattan,10011.0,Apartment,Private room,1.0,102,1,17,96.0
3417321,2012-08-29,Manhattan,10003.0,Apartment,Private room,1.0,140,1,13,95.0
3417698,2012-08-30,Manhattan,10027.0,Apartment,Private room,1.0,89,1,1,100.0
3417714,2012-08-30,Manhattan,10036.0,Apartment,Entire home/apt,2.0,250,1,5,80.0
3417940,2012-08-30,Brooklyn,11215.0,Apartment,Entire home/apt,3.0,199,1,43,93.0
3419446,2012-08-30,Brooklyn,11211.0,Apartment,Entire home/apt,3.0,200,1,29,93.0
3421804,2012-08-30,Manhattan,10024.0,Apartment,Entire home/apt,1.0,120,1,23,94.0
3421818,2012-08-30,Brooklyn,11216.0,Apartment,Entire home/apt,2.0,150,1,4,85.0
3422235,2012-08-30,Manhattan,10009.0,Apartment,Entire home/apt,1.0,250,1,8,100.0
3422300,2012-08-30,Queens,11415.0,Apartment,Private room,1.0,80,1,3,87.0
3422859,2012-08-30,Manhattan,10026.0,Apartment,Entire home/apt,1.0,120,1,4,90.0
3424719,2012-08-30,Brooklyn,11231.0,Apartment,Private room,1.0,90,1,2,90.0
3425627,2012-08-30,Manhattan,10029.0,Apartment,Private room,1.0,69,1,1,100.0
3425965,2012-08-30,Queens,11385.0,House,Private room,2.0,80,1,5,100.0
3426480,2012-08-30,Brooklyn,11216.0,Apartment,Entire home/apt,1.0,106,1,8,93.0
3426488,2012-08-30,Manhattan,10001.0,Apartment,Shared room,1.0,65,1,6,100.0
3431048,2012-08-31,Manhattan,10009.0,Apartment,Entire home/apt,1.0,192,1,28,90.0
3431408,2012-08-31,Brooklyn,11249.0,House,Entire home/apt,4.0,525,1,9,87.0
3435092,2012-08-31,Manhattan,10128.0,Apartment,Private room,2.0,120,1,17,95.0
3436710,2012-08-31,Manhattan,10001.0,Apartment,Private room,1.0,200,1,18,88.0
3438614,2012-09-01,Manhattan,10007.0,Apartment,Private room,1.0,250,1,4,87.0
3440228,2012-09-01,Manhattan,10003.0,Apartment,Private room,1.0,99,1,149,96.0
3440606,2012-09-01,Manhattan,10035.0,Apartment,Private room,2.0,42,1,109,72.0
3441272,2012-09-01,Brooklyn,11213.0,Apartment,Private room,4.0,150,1,10,98.0
3442084,2012-09-01,Manhattan,10025.0,Apartment,Private room,1.0,99,1,36,97.0
